name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Dikran Dikranian,BGR,Bulgaria,1967,6,6,0,6,1,5,24,40,60.2,Bronze medal
Dimo Dimov,BGR,Bulgaria,1967,6,0,0,6,0,8,20,53,46.94,""
Georgi Dimov,BGR,Bulgaria,1967,2,0,0,2,0,3,7,89,10.2,""
Peter Georgiev,BGR,Bulgaria,1967,6,7,8,6,7,8,42,1,100.0,"Gold medal, Special prize"
Evgeni Popov,BGR,Bulgaria,1967,4,0,0,6,0,1,11,76,23.47,""
Petko Proinev,BGR,Bulgaria,1967,3,3,2,6,0,7,21,52,47.96,""
Diana Sganeva,BGR,Bulgaria,1967,1,3,2,2,0,6,14,68,31.63,""
Dragomir Tsakov,BGR,Bulgaria,1967,4,7,0,0,7,2,20,53,46.94,""
Georgi Gargov,BGR,Bulgaria,1966,3,7,4,5,7,8,34,27,63.38,Silver medal
Hristo Hristov,BGR,Bulgaria,1966,6,7,0,5,2,8,28,48,33.8,""
Petko Kazandzhiev,BGR,Bulgaria,1966,4,6,7,5,2,8,32,35,52.11,Bronze medal
Ludmila Krasteva,BGR,Bulgaria,1966,6,4,6,5,4,8,33,29,60.56,Bronze medal
Dechko Matev,BGR,Bulgaria,1966,1,6,2,5,4,4,22,59,18.31,""
Vladimir Mihailov,BGR,Bulgaria,1966,6,7,5,5,1,8,32,35,52.11,Bronze medal
Radenko Radkov,BGR,Bulgaria,1966,6,6,0,5,5,7,29,43,40.85,""
