name,country_code,country,year,p1,p2,p3,p4,p5,p6,total,abs_rank,rel_rank(%),prize
Péter Burcsi,HUN,Hungary,1996,7,7,7,7,1,7,36,7,98.58,Gold medal
Péter Frenkel,HUN,Hungary,1996,7,7,7,7,0,7,35,11,97.64,Gold medal
Katalin Gyarmati,HUN,Hungary,1996,2,1,2,7,0,1,13,164,61.47,Bronze medal
Gyula Pap,HUN,Hungary,1996,2,7,4,7,3,7,30,25,94.33,Gold medal
Mihály Bárász,HUN,Hungary,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Péter Burcsi,HUN,Hungary,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Egmont Koblinger,HUN,Hungary,1995,7,7,7,7,7,7,42,1,100.0,Gold medal
Zoltán Németh,HUN,Hungary,1995,6,0,7,7,7,2,29,90,78.35,Silver medal
Szabolcs Szádeczky-Kardoss,HUN,Hungary,1995,7,0,6,7,7,1,28,102,75.43,Bronze medal
Benedek Valkó,HUN,Hungary,1995,4,0,6,7,7,3,27,114,72.51,Bronze medal
Marianna Csörnyei,HUN,Hungary,1994,7,7,7,7,4,7,39,31,92.19,Silver medal
Gábor Futó,HUN,Hungary,1994,7,7,7,7,4,7,39,31,92.19,Silver medal
Egmont Koblinger,HUN,Hungary,1994,7,7,7,2,7,6,36,44,88.8,Silver medal
Benedek Párniczky,HUN,Hungary,1994,3,7,7,7,2,7,33,67,82.81,Silver medal
Szabolcs Szádeczky-Kardoss,HUN,Hungary,1994,4,7,7,7,7,0,32,74,80.99,Silver medal
Ádám Szeidl,HUN,Hungary,1994,7,7,7,7,7,7,42,1,100.0,Gold medal
Marianna Csörnyei,HUN,Hungary,1993,7,4,7,5,7,3,33,14,96.84,Gold medal
Gergely Faragó,HUN,Hungary,1993,7,7,0,6,7,5,32,19,95.63,Gold medal
Gábor Futó,HUN,Hungary,1993,7,7,2,5,7,4,32,19,95.63,Gold medal
Gábor Marx,HUN,Hungary,1993,0,3,7,0,2,0,12,176,57.52,Bronze medal
Ákos Németh,HUN,Hungary,1993,1,1,0,3,7,0,12,176,57.52,Bronze medal
Ádám Szeidl,HUN,Hungary,1993,7,2,0,4,7,2,22,73,82.52,Silver medal
Gergely Faragó,HUN,Hungary,1992,5,3,2,2,1,7,20,100,69.16,Bronze medal
Tamás Kálmán,HUN,Hungary,1992,0,2,2,6,0,1,11,180,44.24,""
Gyula Lakos,HUN,Hungary,1992,7,7,7,0,1,2,24,73,77.57,Silver medal
Attila Pór,HUN,Hungary,1992,7,7,7,7,1,3,32,22,93.46,Gold medal
Balázs Szendrői,HUN,Hungary,1992,7,3,4,6,0,5,25,65,80.06,Silver medal
Zoltán Újvári-Menyhárt,HUN,Hungary,1992,7,7,7,7,0,2,30,32,90.34,Silver medal
Gergely Harcos,HUN,Hungary,1991,7,7,4,7,7,3,35,47,85.49,Silver medal
Botond Kőszegi,HUN,Hungary,1991,7,4,3,0,7,2,23,117,63.41,Bronze medal
Gyula Lakos,HUN,Hungary,1991,7,7,7,7,7,7,42,1,100.0,Gold medal
Máté Matolcsi,HUN,Hungary,1991,7,4,4,7,7,4,33,58,82.02,Silver medal
Balázs Szendrői,HUN,Hungary,1991,7,7,5,7,7,2,35,47,85.49,Silver medal
Zoltán Újvári-Menyhárt,HUN,Hungary,1991,7,7,7,7,7,6,41,10,97.16,Gold medal
József Balogh,HUN,Hungary,1990,4,7,3,2,7,6,29,37,88.27,Silver medal
János Csirik,HUN,Hungary,1990,7,7,2,4,6,7,33,24,92.51,Silver medal
Gergely Harcos,HUN,Hungary,1990,7,3,1,2,7,0,20,96,69.06,Bronze medal
Tamás Hausel,HUN,Hungary,1990,7,7,4,2,3,1,24,63,79.8,Silver medal
Attila Kondacs,HUN,Hungary,1990,7,3,3,2,6,1,22,80,74.27,Bronze medal
Gyula Lakos,HUN,Hungary,1990,1,7,5,7,7,7,34,21,93.49,Gold medal
József Balogh,HUN,Hungary,1989,7,7,1,5,7,7,34,41,86.21,Silver medal
Péter Benczúr,HUN,Hungary,1989,7,7,2,7,7,7,37,21,93.1,Silver medal
János Csirik,HUN,Hungary,1989,7,5,2,7,2,0,23,108,63.1,Bronze medal
Tamás Fleiner,HUN,Hungary,1989,6,7,4,3,7,7,34,41,86.21,Silver medal
Gábor Pásztor,HUN,Hungary,1989,7,6,3,7,7,0,30,71,75.86,Silver medal
Mátyás Sustik,HUN,Hungary,1989,0,7,1,2,7,0,17,148,49.31,Honourable mention
Tibor Beke,HUN,Hungary,1988,7,4,1,7,1,0,20,82,69.66,Bronze medal
András Bíró,HUN,Hungary,1988,7,4,0,0,0,0,11,150,44.19,Honourable mention
János Csirik,HUN,Hungary,1988,2,3,1,0,2,0,8,185,31.09,""
Gábor Drasny,HUN,Hungary,1988,7,0,1,7,7,1,23,60,77.9,Silver medal
Tamás Keleti,HUN,Hungary,1988,7,7,1,4,7,0,26,47,82.77,Silver medal
Mátyás Sustik,HUN,Hungary,1988,1,5,1,7,7,0,21,73,73.03,Bronze medal
Tibor Beke,HUN,Hungary,1987,7,7,7,7,7,0,35,45,81.36,Silver medal
András Benczúr,HUN,Hungary,1987,7,7,7,7,5,7,40,28,88.56,Silver medal
Gábor Cynolter,HUN,Hungary,1987,7,7,7,7,7,4,39,33,86.44,Silver medal
Tamás Keleti,HUN,Hungary,1987,7,7,7,7,7,2,37,40,83.47,Silver medal
László Lipták,HUN,Hungary,1987,7,7,0,5,7,4,30,69,71.19,Bronze medal
Richárd Rimányi,HUN,Hungary,1987,7,7,7,7,5,4,37,40,83.47,Silver medal
András Benczúr,HUN,Hungary,1986,1,7,0,7,2,2,19,87,58.85,Bronze medal
Miklós Bóna,HUN,Hungary,1986,3,1,0,0,6,1,11,142,32.54,""
Géza Kós,HUN,Hungary,1986,7,7,7,7,7,7,42,1,100.0,Gold medal
László Lipták,HUN,Hungary,1986,7,7,0,7,7,0,28,45,78.95,Silver medal
Géza Makai,HUN,Hungary,1986,2,7,0,1,5,7,22,69,67.46,Bronze medal
Géza Tóth,HUN,Hungary,1986,1,7,0,7,7,7,29,40,81.34,Silver medal
Rita Bán,HUN,Hungary,1985,7,2,0,7,7,3,26,35,83.65,Silver medal
György Birkás,HUN,Hungary,1985,7,7,1,0,0,0,15,93,55.77,Bronze medal
Miklós Bóna,HUN,Hungary,1985,7,1,0,7,1,3,19,60,71.63,Bronze medal
Géza Kós,HUN,Hungary,1985,7,7,7,7,7,7,42,1,100.0,Gold medal
Géza Makai,HUN,Hungary,1985,7,7,6,2,1,5,28,27,87.5,Silver medal
Gábor Megyesi,HUN,Hungary,1985,7,7,3,7,7,7,38,3,99.04,Gold medal
László Erdős,HUN,Hungary,1984,2,4,0,7,7,1,21,69,64.4,Bronze medal
Géza Kós,HUN,Hungary,1984,7,7,6,7,7,0,34,25,87.43,Silver medal
Ákos Magyar,HUN,Hungary,1984,7,7,0,7,7,0,28,39,80.1,Silver medal
Gábor Megyesi,HUN,Hungary,1984,7,7,2,7,7,7,37,17,91.62,Silver medal
Miklós Mócsy,HUN,Hungary,1984,7,5,7,7,7,7,40,12,94.24,Gold medal
Zoltán Szabó,HUN,Hungary,1984,7,7,7,7,7,0,35,21,89.53,Silver medal
László Erdős,HUN,Hungary,1983,,,,,,,28,27,85.95,Silver medal
Gábor Hetyei,HUN,Hungary,1983,,,,,,,32,18,90.81,Silver medal
Ákos Magyar,HUN,Hungary,1983,,,,,,,21,58,69.19,Bronze medal
Gábor Megyesi,HUN,Hungary,1983,,,,,,,36,10,95.14,Silver medal
Jenő Törőcsik,HUN,Hungary,1983,,,,,,,21,58,69.19,Bronze medal
Gábor Tóth,HUN,Hungary,1983,,,,,,,32,18,90.81,Silver medal
Rita Csákány,HUN,Hungary,1982,2,6,4,0,7,2,21,59,50.85,Bronze medal
Gyula Károlyi,HUN,Hungary,1982,7,7,7,7,7,1,36,11,91.53,Silver medal
Endre Szabó,HUN,Hungary,1982,7,7,2,3,7,7,33,19,84.75,Silver medal
Gábor Tardos,HUN,Hungary,1982,7,2,7,5,7,7,35,12,90.68,Silver medal
Gyula Károlyi,HUN,Hungary,1981,,,,,,,41,27,85.87,Gold medal
Gábor Simonyi,HUN,Hungary,1981,7,7,7,7,7,7,42,1,100.0,Gold medal
Endre Szabó,HUN,Hungary,1981,,,,,,,41,27,85.87,Gold medal
Gábor Tardos,HUN,Hungary,1981,,,,,,,40,37,80.43,Silver medal
Géza Bohus,HUN,Hungary,1979,0,3,0,5,5,3,16,101,39.39,""
Tamás Erdélyi,HUN,Hungary,1979,0,0,7,6,2,7,22,66,60.61,Bronze medal
Péter Hajnal,HUN,Hungary,1979,0,7,7,6,7,7,34,15,91.52,Silver medal
György Kiss,HUN,Hungary,1979,0,0,7,6,1,1,15,107,35.76,""
Gábor Nagy,HUN,Hungary,1979,0,7,0,6,0,4,17,93,44.24,""
Márió Szegedy,HUN,Hungary,1979,6,0,1,5,5,3,20,77,53.94,Bronze medal
Gábor Tardos,HUN,Hungary,1979,0,0,7,5,2,4,18,90,46.06,""
Gábor Umann,HUN,Hungary,1979,0,7,7,6,7,7,34,15,91.52,Silver medal
Iván József Balázs,HUN,Hungary,1977,,,,,,,23,43,72.73,Bronze medal
Zalán Bodó,HUN,Hungary,1977,,,,,,,17,73,53.25,Bronze medal
Balázs Csikós,HUN,Hungary,1977,,,,,,,13,97,37.66,""
Géza Homonnay,HUN,Hungary,1977,,,,,,,29,22,86.36,Silver medal
Gábor Ivanyos,HUN,Hungary,1977,,,,,,,10,115,25.97,Special prize
István Knébel,HUN,Hungary,1977,,,,,,,31,17,89.61,Silver medal
Zoltán Magyar,HUN,Hungary,1977,,,,,,,34,10,94.16,Gold medal
Ákos Seress,HUN,Hungary,1977,,,,,,,33,14,91.56,Silver medal
Zalán Bodó,HUN,Hungary,1976,1,7,1,6,0,7,22,38,73.19,Bronze medal
Tamás Húsvéti,HUN,Hungary,1976,5,0,0,6,0,7,18,64,54.35,Bronze medal
Zoltán Magyar,HUN,Hungary,1976,5,0,7,6,0,7,25,26,81.88,Silver medal
Dezső Miklós,HUN,Hungary,1976,5,0,0,6,0,7,18,64,54.35,Bronze medal
Gábor Moussong,HUN,Hungary,1976,5,7,1,3,0,5,21,43,69.57,Bronze medal
Attila Sali,HUN,Hungary,1976,0,0,1,0,0,6,7,115,17.39,""
Ákos Seress,HUN,Hungary,1976,5,1,6,6,1,7,26,23,84.06,Silver medal
Lajos Soukup,HUN,Hungary,1976,1,0,3,5,7,7,23,33,76.81,Silver medal
Balázs Bagó,HUN,Hungary,1975,6,7,7,0,6,1,27,48,64.93,Bronze medal
László Éltető,HUN,Hungary,1975,6,7,7,6,6,2,34,21,85.07,Silver medal
Tibor Jakab,HUN,Hungary,1975,6,7,7,3,6,8,37,9,94.03,Silver medal
Attila Neumann,HUN,Hungary,1975,5,2,7,6,1,2,23,66,51.49,Bronze medal
Ákos Seress,HUN,Hungary,1975,6,7,7,3,1,4,28,41,70.15,Bronze medal
Lajos Soukup,HUN,Hungary,1975,6,7,7,6,6,3,35,18,87.31,Silver medal
László Sparing,HUN,Hungary,1975,6,7,7,6,6,5,37,9,94.03,Silver medal
Péter Surján,HUN,Hungary,1975,6,4,7,6,6,8,37,9,94.03,Silver medal
Gábor Csuka,HUN,Hungary,1974,5,2,1,6,3,6,23,63,55.4,Bronze medal
Gábor Kertész,HUN,Hungary,1974,5,6,0,5,6,8,30,34,76.26,Silver medal
Emil Kiss,HUN,Hungary,1974,5,6,8,6,4,8,37,11,92.81,Silver medal
János Kollár,HUN,Hungary,1974,5,6,8,6,7,8,40,1,100.0,Gold medal
Péter Prőhle,HUN,Hungary,1974,5,6,0,5,2,8,26,49,65.47,Bronze medal
Nándor Simányi,HUN,Hungary,1974,5,6,2,6,2,8,29,35,75.54,"Bronze medal, Special prize"
Antal Somogyi,HUN,Hungary,1974,5,6,0,4,5,0,20,79,43.88,""
László Sparing,HUN,Hungary,1974,5,6,3,6,4,8,32,26,82.01,Silver medal
Péter Ablonczy,HUN,Hungary,1973,6,0,8,6,6,0,26,21,83.87,Bronze medal
Emil Kiss,HUN,Hungary,1973,6,6,8,6,3,0,29,15,88.71,Silver medal
János Kollár,HUN,Hungary,1973,6,6,6,6,6,8,38,4,97.58,Gold medal
Péter Pál Pálfy,HUN,Hungary,1973,6,1,8,6,6,3,30,11,91.94,Silver medal
Péter Prőhle,HUN,Hungary,1973,6,6,3,5,6,0,26,21,83.87,Bronze medal
Nándor Simányi,HUN,Hungary,1973,0,6,8,6,6,0,26,21,83.87,Bronze medal
László Sparing,HUN,Hungary,1973,4,6,3,4,6,0,23,34,73.39,Bronze medal
Sándor Veres,HUN,Hungary,1973,0,0,6,5,6,0,17,66,47.58,Bronze medal
Zoltán Füredi,HUN,Hungary,1972,5,6,7,7,7,8,40,1,100.0,Gold medal
Ervin Győri,HUN,Hungary,1972,,,,,,,25,36,66.98,Bronze medal
Emil Kiss,HUN,Hungary,1972,,,,,,,19,48,55.66,Bronze medal
István Kollár,HUN,Hungary,1972,,,,,,,30,23,79.25,Silver medal
Vilmos Komornik,HUN,Hungary,1972,5,6,7,7,7,8,40,1,100.0,Gold medal
Tamás Móri,HUN,Hungary,1972,,,,,,,36,12,89.62,Silver medal
Péter Pál Pálfy,HUN,Hungary,1972,5,6,1,7,6,8,33,17,84.91,Silver medal
Zsolt Tuza,HUN,Hungary,1972,5,6,7,7,7,8,40,1,100.0,Gold medal
Ervin Bajmóczy,HUN,Hungary,1971,,,,,,,27,10,92.11,Silver medal
Péter Frankl,HUN,Hungary,1971,,,,,,,37,6,95.61,Gold medal
Zoltán Füredi,HUN,Hungary,1971,,,,,,,24,16,86.84,Silver medal
Ferenc Göndöcs,HUN,Hungary,1971,,,,,,,39,2,99.12,Gold medal
Péter Komjáth,HUN,Hungary,1971,,,,,,,38,3,98.25,Gold medal
Tamás Móri,HUN,Hungary,1971,,,,,,,25,14,88.6,Silver medal
András Nagy,HUN,Hungary,1971,,,,,,,23,18,85.09,Silver medal
Imre Ruzsa,HUN,Hungary,1971,5,7,9,6,7,8,42,1,100.0,"Gold medal, Special prize (2)"
Ervin Bajmóczy,HUN,Hungary,1970,,,,,,,39,4,97.3,Gold medal
Péter Borzsák,HUN,Hungary,1970,,,,,,,20,51,54.95,Bronze medal
Zoltán Füredi,HUN,Hungary,1970,,,,,,,32,11,90.99,Silver medal
István Gönczi,HUN,Hungary,1970,,,,,,,37,7,94.59,Gold medal
László Kóczy,HUN,Hungary,1970,,,,,,,24,30,73.87,Bronze medal
László Lempert,HUN,Hungary,1970,,,,,,,25,27,76.58,Bronze medal
Imre Ruzsa,HUN,Hungary,1970,5,7,8,6,6,8,40,1,100.0,Gold medal
Ágnes Szendrei,HUN,Hungary,1970,,,,,,,16,68,39.64,""
Ervin Bajmóczy,HUN,Hungary,1969,5,7,6,6,7,0,31,15,87.39,Silver medal
László Csirmaz,HUN,Hungary,1969,5,7,7,6,6,3,34,10,91.89,Silver medal
Tibor Fiala,HUN,Hungary,1969,5,7,7,6,7,8,40,1,100.0,Gold medal
László Lempert,HUN,Hungary,1969,3,7,6,4,3,1,24,40,64.86,Bronze medal
György Michaletzky,HUN,Hungary,1969,0,7,7,6,7,8,35,7,94.59,Silver medal
János Pintz,HUN,Hungary,1969,5,7,7,1,4,1,25,34,70.27,Bronze medal
Imre Ruzsa,HUN,Hungary,1969,5,7,7,3,7,8,37,4,97.3,Silver medal
Miklós Soós,HUN,Hungary,1969,0,4,7,2,7,1,21,52,54.05,""
László Babai,HUN,Hungary,1968,6,7,7,5,7,8,40,1,100.0,"Gold medal, Special prize"
László Csirmaz,HUN,Hungary,1968,6,7,7,5,7,8,40,1,100.0,"Gold medal, Special prize"
László Kóczy,HUN,Hungary,1968,5,7,4,5,7,8,36,32,67.37,Silver medal
László Lempert,HUN,Hungary,1968,4,7,7,5,7,8,38,23,76.84,Silver medal
László Mérő,HUN,Hungary,1968,6,6,6,5,5,3,31,46,52.63,Bronze medal
György Michaletzky,HUN,Hungary,1968,4,3,1,5,7,8,28,57,41.05,Bronze medal
János Pintz,HUN,Hungary,1968,6,7,7,5,7,8,40,1,100.0,Gold medal
András Szűcs,HUN,Hungary,1968,6,7,7,5,5,8,38,23,76.84,Silver medal
László Babai,HUN,Hungary,1967,,,,,,,34,17,83.67,Silver medal
László Csirmaz,HUN,Hungary,1967,,,,,,,31,23,77.55,Silver medal
György Elekes,HUN,Hungary,1967,,,,,,,38,9,91.84,Gold medal
György Hoffmann,HUN,Hungary,1967,,,,,,,33,20,80.61,Silver medal
Zoltán Laborczi,HUN,Hungary,1967,,,,,,,23,43,57.14,Bronze medal
János Pintz,HUN,Hungary,1967,,,,,,,26,35,65.31,Bronze medal
László Surányi,HUN,Hungary,1967,,,,,,,38,9,91.84,Gold medal
András Szűcs,HUN,Hungary,1967,,,,,,,28,28,72.45,Bronze medal
László Babai,HUN,Hungary,1966,,,,,,,34,27,63.38,"Silver medal, Special prize"
István Berkes,HUN,Hungary,1966,,,,,,,30,40,45.07,""
György Elekes,HUN,Hungary,1966,,,,,,,29,43,40.85,""
Miklós Laczkovich,HUN,Hungary,1966,,,,,,,36,21,71.83,Silver medal
László Lovász,HUN,Hungary,1966,6,7,7,5,7,8,40,1,100.0,"Gold medal, Special prize"
József Pelikán,HUN,Hungary,1966,6,7,7,5,7,8,40,1,100.0,"Gold medal, Special prize"
Lajos Pósa,HUN,Hungary,1966,6,7,7,5,7,8,40,1,100.0,Gold medal
László Surányi,HUN,Hungary,1966,,,,,,,32,35,52.11,Bronze medal
István Berkes,HUN,Hungary,1965,4,6,8,6,7,0,31,17,79.75,Silver medal
György Elekes,HUN,Hungary,1965,4,5,8,1,7,2,27,28,65.82,Bronze medal
Miklós Laczkovich,HUN,Hungary,1965,4,1,8,6,0,9,28,26,68.35,Bronze medal
László Lovász,HUN,Hungary,1965,4,6,8,6,7,9,40,1,100.0,"Gold medal, Special prize"
Endre Makai,HUN,Hungary,1965,4,6,8,4,7,9,38,5,94.94,Gold medal
József Pelikán,HUN,Hungary,1965,4,6,8,6,7,7,38,5,94.94,"Gold medal, Special prize"
Lajos Pósa,HUN,Hungary,1965,4,6,2,6,7,9,34,10,88.61,Silver medal
Sándor Szalay,HUN,Hungary,1965,1,0,0,3,3,1,8,68,15.19,""
István Berkes,HUN,Hungary,1964,,,,,,,35,11,85.92,Silver medal
Gábor Corradi,HUN,Hungary,1964,,,,,,,24,44,39.44,""
Róbert Freud,HUN,Hungary,1964,,,,,,,21,54,25.35,""
László Gerencsér,HUN,Hungary,1964,,,,,,,41,2,98.59,Gold medal
Tamás Komor,HUN,Hungary,1964,,,,,,,26,36,50.7,""
László Lovász,HUN,Hungary,1964,,,,,,,39,3,97.18,Gold medal
Endre Makai,HUN,Hungary,1964,,,,,,,28,29,60.56,Bronze medal
József Pelikán,HUN,Hungary,1964,,,,,,,39,3,97.18,Gold medal
Gábor Corradi,HUN,Hungary,1963,,,,,,,26,22,66.67,Bronze medal
Patrik Fazekas,HUN,Hungary,1963,,,,,,,29,16,76.19,Silver medal
László Gerencsér,HUN,Hungary,1963,,,,,,,32,11,84.13,Silver medal
László Lovász,HUN,Hungary,1963,,,,,,,34,8,88.89,Silver medal
Endre Makai,HUN,Hungary,1963,,,,,,,25,24,63.49,Bronze medal
Attila Máté,HUN,Hungary,1963,,,,,,,23,26,60.32,Bronze medal
József Pelikán,HUN,Hungary,1963,,,,,,,32,11,84.13,Silver medal
Ferenc Szidarovszky,HUN,Hungary,1963,,,,,,,33,10,85.71,Silver medal
András Benczúr,HUN,Hungary,1962,,,,,,,32,20,65.45,Bronze medal
László Gálfi,HUN,Hungary,1962,,,,,,,39,5,92.73,Silver medal
András Gyárfás,HUN,Hungary,1962,,,,,,,23,36,36.36,""
Gerzson Kéry,HUN,Hungary,1962,,,,,,,45,2,98.18,Gold medal
József Kóta,HUN,Hungary,1962,,,,,,,39,5,92.73,Silver medal
Zoltán Sebestyén,HUN,Hungary,1962,,,,,,,41,4,94.55,Gold medal
Miklós Simonovits,HUN,Hungary,1962,,,,,,,32,20,65.45,Bronze medal
Ferenc Szidarovszky,HUN,Hungary,1962,,,,,,,38,9,85.45,Silver medal
Béla Bollobás,HUN,Hungary,1961,6,7,7,6,7,7,40,1,100.0,Gold medal
József Fritz,HUN,Hungary,1961,,,,,,,27,17,65.96,Honourable mention
László Gálfi,HUN,Hungary,1961,,,,,,,33,8,85.11,Bronze medal
László Góth,HUN,Hungary,1961,,,,,,,29,12,76.6,Honourable mention
István Juhász,HUN,Hungary,1961,,,,,,,34,5,91.49,Silver medal
Gerzson Kéry,HUN,Hungary,1961,,,,,,,36,4,93.62,Silver medal
József Kóta,HUN,Hungary,1961,,,,,,,37,3,95.74,Gold medal
Miklós Simonovits,HUN,Hungary,1961,,,,,,,34,5,91.49,Silver medal
Béla Bollobás,HUN,Hungary,1960,,,,,,,41,3,94.74,Gold medal
József Fritz,HUN,Hungary,1960,,,,,,,37,7,84.21,Silver medal
András Gagyi Pálffy,HUN,Hungary,1960,,,,,,,21,27,31.58,""
György Grűner,HUN,Hungary,1960,,,,,,,21,27,31.58,""
János Hahn,HUN,Hungary,1960,,,,,,,18,29,26.32,""
János Komlós,HUN,Hungary,1960,,,,,,,29,17,57.89,Honourable mention
Ferenc Mezei,HUN,Hungary,1960,,,,,,,43,1,100.0,Gold medal
György Muszély,HUN,Hungary,1960,,,,,,,38,6,86.84,Silver medal
Béla Bollobás,HUN,Hungary,1959,,,,,,,34,9,84.31,Bronze medal
György Csanak,HUN,Hungary,1959,,,,,,,37,2,98.04,Gold medal
Gábor Halász,HUN,Hungary,1959,,,,,,,36,4,94.12,Silver medal
Gyula Katona,HUN,Hungary,1959,,,,,,,15,33,37.25,""
Ferenc Mezei,HUN,Hungary,1959,,,,,,,24,22,58.82,""
György Muszély,HUN,Hungary,1959,,,,,,,35,7,88.24,Bronze medal
Domokos Szász,HUN,Hungary,1959,,,,,,,31,13,76.47,Honourable mention
Ambrus Tihanyi,HUN,Hungary,1959,,,,,,,21,25,52.94,""
Ananda Bhaduri,IND,India,2024,7,7,2,7,7,2,32,14,97.86,Gold medal
Siddharth Choppara,IND,India,2024,7,1,0,7,0,0,15,327,46.38,Honourable mention
Arjun Gupta,IND,India,2024,7,7,2,7,0,1,24,100,83.72,Silver medal
Adhitya Mangudy Venkata Ganesh,IND,India,2024,7,7,4,7,7,3,35,5,99.34,Gold medal
Rushil Mathur,IND,India,2024,7,5,2,7,7,2,30,29,95.39,Gold medal
Kanav Talwar,IND,India,2024,7,7,1,7,7,2,31,19,97.04,Gold medal
Ananda Bhaduri,IND,India,2023,7,7,7,7,1,0,29,82,86.87,Silver medal
Siddharth  Choppara,IND,India,2023,7,7,1,7,7,0,29,82,86.87,Silver medal
Arjun Gupta,IND,India,2023,7,7,7,7,7,2,37,12,98.22,Gold medal
Archit Manas,IND,India,2023,7,4,0,7,2,0,20,259,58.18,Bronze medal
Adhitya  Mangudy Venkata Ganesh,IND,India,2023,6,3,3,7,2,1,22,220,64.51,Bronze medal
Atul Shatavart Nadig,IND,India,2023,7,7,7,7,7,2,37,12,98.22,Gold medal
Arjun Gupta,IND,India,2022,7,3,2,7,7,2,28,146,75.34,Bronze medal
Adhitya Mangudy Venkata Ganesh,IND,India,2022,7,7,0,7,7,0,28,146,75.34,Bronze medal
Kaustav Mishra,IND,India,2022,3,7,0,7,7,0,24,247,58.16,Bronze medal
Atul Shatavart Nadig,IND,India,2022,7,7,2,1,7,0,24,247,58.16,Bronze medal
Vedant Saini,IND,India,2022,7,7,0,7,5,1,27,187,68.37,Bronze medal
Pranjal Srivastava,IND,India,2022,7,7,2,7,7,4,34,38,93.71,Gold medal
Rohan Goyal,IND,India,2021,6,0,1,0,6,0,13,268,56.8,Bronze medal
Suchir Kaustav,IND,India,2021,7,1,0,0,0,7,15,180,71.04,Bronze medal
Anish Yogesh Kulkarni,IND,India,2021,5,1,0,7,7,3,23,53,91.59,Silver medal
Ananya Rajas Ranade,IND,India,2021,2,0,0,7,7,0,16,167,73.14,Bronze medal
Vedant Saini,IND,India,2021,2,0,0,6,0,0,8,348,43.85,""
Pranjal Srivastava,IND,India,2021,7,0,3,7,7,7,31,17,97.41,Gold medal
Soumil Aggarwal,IND,India,2019,7,1,0,6,2,0,16,303,51.29,Honourable mention
Bhavya Agrawalla,IND,India,2019,7,6,0,7,7,0,27,101,83.87,Silver medal
Anubhab Ghosal,IND,India,2019,7,6,0,7,7,0,27,101,83.87,Silver medal
Ojas Mittal,IND,India,2019,7,7,0,7,3,0,24,143,77.1,Silver medal
Ritam Nag,IND,India,2019,7,6,0,7,7,0,27,101,83.87,Silver medal
Pranjal Srivastava,IND,India,2019,7,6,7,7,7,1,35,18,97.26,Gold medal
Sutanay Bhattacharya,IND,India,2018,1,5,0,7,7,1,21,193,67.62,Bronze medal
Spandan Ghosh,IND,India,2018,7,7,0,0,7,0,21,193,67.62,Bronze medal
Amit Kumar Mallik,IND,India,2018,7,1,0,2,0,0,10,368,38.11,Honourable mention
Anant Mudgal,IND,India,2018,7,1,0,5,7,6,26,122,79.6,Silver medal
Pulkit Sinha,IND,India,2018,7,7,0,7,5,0,26,122,79.6,Silver medal
Pranjal Srivastava,IND,India,2018,7,7,0,7,7,0,28,87,85.5,Silver medal
Sutanay Bhattacharya,IND,India,2017,7,3,0,1,0,0,11,442,28.18,Honourable mention
Tarush Goyal,IND,India,2017,7,3,0,1,0,0,11,442,28.18,Honourable mention
Anant Mudgal,IND,India,2017,7,4,0,7,0,0,18,139,77.52,Bronze medal
Aditya Prakash,IND,India,2017,7,0,0,7,0,0,14,342,44.46,Honourable mention
Shubham Saha,IND,India,2017,7,4,0,7,0,0,18,139,77.52,Bronze medal
Yash Sanjeev,IND,India,2017,7,4,0,7,0,0,18,139,77.52,Bronze medal
Sutanay Bhattacharya,IND,India,2016,7,7,0,7,0,0,21,146,75.87,Bronze medal
Anant Mudgal,IND,India,2016,7,0,2,7,0,0,16,253,58.07,Bronze medal
Kapil Pause,IND,India,2016,7,6,0,7,4,0,24,94,84.53,Silver medal
Madhusudhana Reddy Pittu,IND,India,2016,7,2,0,7,2,0,18,206,65.89,Bronze medal
Supravat Sarkar,IND,India,2016,7,2,0,2,7,0,18,206,65.89,Bronze medal
Deepesh Singhal,IND,India,2016,2,0,0,7,0,7,16,253,58.07,Bronze medal
Soumik Ghosh,IND,India,2015,1,1,0,7,1,0,10,337,41.67,Honourable mention
Sagnik Majumder,IND,India,2015,7,1,1,2,1,0,12,307,46.88,Honourable mention
Jeet Mohapatra,IND,India,2015,7,7,1,7,1,0,23,58,90.1,Silver medal
Anant Mudgal,IND,India,2015,1,1,1,7,0,0,10,337,41.67,Honourable mention
Shourya Pandey,IND,India,2015,1,7,0,7,1,0,16,183,68.4,Bronze medal
Pranjal Warade,IND,India,2015,0,6,1,7,1,0,15,217,62.5,Bronze medal
Soumik Ghosh,IND,India,2014,7,0,0,7,0,0,14,321,42.75,Honourable mention
Jeet Mohapatra,IND,India,2014,7,1,0,7,3,2,20,200,64.4,Bronze medal
Sagnik Saha,IND,India,2014,7,1,0,7,7,0,22,124,78.0,Silver medal
Supravat Sarkar,IND,India,2014,2,6,0,7,0,0,15,296,47.23,Honourable mention
Anish Prasad Sevekari,IND,India,2014,6,7,1,7,0,0,21,163,71.02,Bronze medal
Chaitanya Tappu,IND,India,2014,7,2,1,7,1,0,18,238,57.6,Bronze medal
Pallav Goyal,IND,India,2013,1,7,0,7,0,0,15,250,52.66,Bronze medal
Pranav Nuti,IND,India,2013,7,0,2,7,7,0,23,138,73.95,Bronze medal
Sagnik Saha,IND,India,2013,7,7,0,7,7,0,28,61,88.59,Silver medal
